policy_id,status_date_key,status_date,policy_status,status_reason
POL00099284,20260107,2026-01-07,Active,
POL00099285,20260129,2026-01-29,Active,
POL00099286,20260122,2026-01-22,Active,
POL00099287,20260123,2026-01-23,Active,
POL00099288,20260114,2026-01-14,Active,
POL00099289,20260121,2026-01-21,Active,
POL00099290,20261123,2026-11-23,Lapsed,Non-payment
POL00099291,20260131,2026-01-31,Active,
POL00099292,20261027,2026-10-27,Lapsed,Non-payment
POL00099293,20260827,2026-08-27,Cancelled,Affordability
POL00099294,20260105,2026-01-05,Active,
POL00099295,20260121,2026-01-21,Active,
POL00099296,20260128,2026-01-28,Active,
POL00099297,20260104,2026-01-04,Active,
POL00099298,20260122,2026-01-22,Active,
POL00099299,20260130,2026-01-30,Active,
POL00099300,20260120,2026-01-20,Active,
POL00099301,20260217,2026-02-17,Cancelled,Affordability
POL00099302,20260118,2026-01-18,Active,
POL00099303,20260102,2026-01-02,Active,
POL00099304,20260113,2026-01-13,Active,
POL00099305,20260103,2026-01-03,Active,
POL00099306,20260113,2026-01-13,Active,
POL00099307,20260101,2026-01-01,Active,
POL00099308,20260110,2026-01-10,Active,
POL00099309,20260112,2026-01-12,Active,
POL00099310,20260121,2026-01-21,Active,
POL00099311,20260108,2026-01-08,Active,
POL00099312,20260110,2026-01-10,Active,
POL00099313,20260114,2026-01-14,Active,
POL00099314,20260111,2026-01-11,Active,
POL00099315,20260111,2026-01-11,Active,
POL00099316,20260116,2026-01-16,Active,
POL00099317,20260115,2026-01-15,Active,
POL00099318,20260102,2026-01-02,Active,
POL00099319,20260123,2026-01-23,Active,
POL00099320,20260914,2026-09-14,Cancelled,Affordability
POL00099321,20260130,2026-01-30,Active,
POL00099322,20260120,2026-01-20,Active,
POL00099323,20260106,2026-01-06,Active,
POL00099324,20260113,2026-01-13,Active,
POL00099325,20260118,2026-01-18,Active,
POL00099326,20260128,2026-01-28,Active,
POL00099327,20260113,2026-01-13,Active,
POL00099328,20260106,2026-01-06,Active,
POL00099329,20260119,2026-01-19,Active,
POL00099330,20260120,2026-01-20,Active,
POL00099331,20260101,2026-01-01,Active,
POL00099332,20261030,2026-10-30,Lapsed,Non-payment
POL00099333,20260111,2026-01-11,Active,
POL00099334,20260116,2026-01-16,Active,
POL00099335,20260101,2026-01-01,Active,
POL00099336,20260120,2026-01-20,Active,
POL00099337,20260104,2026-01-04,Active,
POL00099338,20260131,2026-01-31,Active,
POL00099339,20260123,2026-01-23,Active,
POL00099340,20260131,2026-01-31,Active,
POL00099341,20260127,2026-01-27,Active,
POL00099342,20260107,2026-01-07,Active,
POL00099343,20260118,2026-01-18,Active,
POL00099344,20260130,2026-01-30,Active,
POL00099345,20260118,2026-01-18,Active,
POL00099346,20260117,2026-01-17,Active,
POL00099347,20260101,2026-01-01,Active,
POL00099348,20260111,2026-01-11,Active,
POL00099349,20260113,2026-01-13,Active,
POL00099350,20260124,2026-01-24,Active,
POL00099351,20260108,2026-01-08,Active,
POL00099352,20260128,2026-01-28,Active,
POL00099353,20260103,2026-01-03,Active,
POL00099354,20260123,2026-01-23,Active,
POL00099355,20260105,2026-01-05,Active,
POL00099356,20260129,2026-01-29,Active,
POL00099357,20260129,2026-01-29,Active,
POL00099358,20260113,2026-01-13,Active,
POL00099359,20260111,2026-01-11,Active,
POL00099360,20260804,2026-08-04,Cancelled,Affordability
POL00099361,20260130,2026-01-30,Active,
POL00099362,20260104,2026-01-04,Active,
POL00099363,20260122,2026-01-22,Active,
POL00099364,20260115,2026-01-15,Active,
POL00099365,20260107,2026-01-07,Active,
POL00099366,20260107,2026-01-07,Active,
POL00099367,20260120,2026-01-20,Active,
POL00099368,20260126,2026-01-26,Active,
POL00099369,20260109,2026-01-09,Active,
POL00099370,20260107,2026-01-07,Active,
POL00099371,20260114,2026-01-14,Active,
POL00099372,20260126,2026-01-26,Active,
POL00099373,20260511,2026-05-11,Cancelled,Customer Request
POL00099374,20260527,2026-05-27,Cancelled,Customer Request
POL00099375,20260615,2026-06-15,Cancelled,Underwriting
POL00099376,20260102,2026-01-02,Active,
POL00099377,20260625,2026-06-25,Cancelled,Customer Request
POL00099378,20260105,2026-01-05,Active,
POL00099379,20260118,2026-01-18,Active,
POL00099380,20260106,2026-01-06,Active,
POL00099381,20260105,2026-01-05,Active,
POL00099382,20260118,2026-01-18,Active,
POL00099383,20260115,2026-01-15,Active,
POL00099384,20260110,2026-01-10,Active,
POL00099385,20260321,2026-03-21,Cancelled,Underwriting
POL00099386,20260130,2026-01-30,Active,
POL00099387,20260113,2026-01-13,Active,
POL00099388,20260101,2026-01-01,Active,
POL00099389,20260112,2026-01-12,Active,
POL00099390,20260514,2026-05-14,Cancelled,Affordability
POL00099391,20260103,2026-01-03,Active,
POL00099392,20260102,2026-01-02,Active,
POL00099393,20260103,2026-01-03,Active,
POL00099394,20260118,2026-01-18,Active,
POL00099395,20260120,2026-01-20,Active,
POL00099396,20260118,2026-01-18,Active,
POL00099397,20260116,2026-01-16,Active,
POL00099398,20260125,2026-01-25,Active,
POL00099399,20260120,2026-01-20,Active,
POL00099400,20260121,2026-01-21,Active,
POL00099401,20260117,2026-01-17,Active,
POL00099402,20260116,2026-01-16,Active,
POL00099403,20260107,2026-01-07,Active,
POL00099404,20260129,2026-01-29,Active,
POL00099405,20260516,2026-05-16,Cancelled,Affordability
POL00099406,20260113,2026-01-13,Active,
POL00099407,20260108,2026-01-08,Active,
POL00099408,20260126,2026-01-26,Active,
POL00099409,20260103,2026-01-03,Active,
POL00099410,20260105,2026-01-05,Active,
POL00099411,20260130,2026-01-30,Active,
POL00099412,20260106,2026-01-06,Active,
POL00099413,20260106,2026-01-06,Active,
POL00099414,20260116,2026-01-16,Active,
POL00099415,20260124,2026-01-24,Active,
POL00099416,20260105,2026-01-05,Active,
POL00099417,20260120,2026-01-20,Active,
POL00099418,20260126,2026-01-26,Active,
POL00099419,20260116,2026-01-16,Active,
POL00099420,20260112,2026-01-12,Active,
POL00099421,20260128,2026-01-28,Active,
POL00099422,20260121,2026-01-21,Active,
POL00099423,20260120,2026-01-20,Active,
POL00099424,20260108,2026-01-08,Active,
POL00099425,20260131,2026-01-31,Active,
POL00099426,20260123,2026-01-23,Active,
POL00099427,20260124,2026-01-24,Active,
POL00099428,20260104,2026-01-04,Active,
POL00099429,20260117,2026-01-17,Active,
POL00099430,20260115,2026-01-15,Active,
POL00099431,20260118,2026-01-18,Active,
POL00099432,20260108,2026-01-08,Active,
POL00099433,20260901,2026-09-01,Cancelled,Customer Request
POL00099434,20260120,2026-01-20,Active,
POL00099435,20260105,2026-01-05,Active,
POL00099436,20260121,2026-01-21,Active,
POL00099437,20261006,2026-10-06,Lapsed,Non-payment
POL00099438,20260112,2026-01-12,Active,
POL00099439,20260108,2026-01-08,Active,
POL00099440,20260122,2026-01-22,Active,
POL00099441,20260106,2026-01-06,Active,
POL00099442,20260120,2026-01-20,Active,
POL00099443,20260124,2026-01-24,Active,
POL00099444,20260103,2026-01-03,Active,
POL00099445,20260307,2026-03-07,Cancelled,Duplicate Cover
POL00099446,20260104,2026-01-04,Active,
POL00099447,20260120,2026-01-20,Active,
POL00099448,20260127,2026-01-27,Active,
POL00099449,20260108,2026-01-08,Active,
POL00099450,20260130,2026-01-30,Active,
POL00099451,20260128,2026-01-28,Active,
POL00099452,20260130,2026-01-30,Active,
POL00099453,20260108,2026-01-08,Active,
POL00099454,20260119,2026-01-19,Active,
POL00099455,20260110,2026-01-10,Active,
POL00099456,20260211,2026-02-11,Cancelled,Underwriting
POL00099457,20260126,2026-01-26,Active,
POL00099458,20260116,2026-01-16,Active,
POL00099459,20260108,2026-01-08,Active,
POL00099460,20260120,2026-01-20,Active,
POL00099461,20260131,2026-01-31,Active,
POL00099462,20260304,2026-03-04,Cancelled,Customer Request
POL00099463,20260109,2026-01-09,Active,
POL00099464,20260115,2026-01-15,Active,
POL00099465,20260114,2026-01-14,Active,
POL00099466,20260107,2026-01-07,Active,
POL00099467,20260131,2026-01-31,Active,
POL00099468,20260130,2026-01-30,Active,
POL00099469,20260115,2026-01-15,Active,
POL00099470,20260108,2026-01-08,Active,
POL00099471,20260131,2026-01-31,Active,
POL00099472,20260120,2026-01-20,Active,
POL00099473,20260117,2026-01-17,Active,
POL00099474,20260113,2026-01-13,Active,
POL00099475,20260121,2026-01-21,Active,
POL00099476,20260125,2026-01-25,Active,
POL00099477,20260125,2026-01-25,Active,
POL00099478,20260109,2026-01-09,Active,
POL00099479,20260131,2026-01-31,Active,
POL00099480,20260111,2026-01-11,Active,
POL00099481,20260115,2026-01-15,Active,
POL00099482,20260113,2026-01-13,Active,
POL00099483,20260122,2026-01-22,Active,
POL00099484,20260115,2026-01-15,Active,
POL00099485,20260117,2026-01-17,Active,
POL00099486,20260125,2026-01-25,Active,
POL00099487,20260111,2026-01-11,Active,
POL00099488,20260120,2026-01-20,Active,
POL00099489,20260115,2026-01-15,Active,
POL00099490,20261019,2026-10-19,Lapsed,Non-payment
POL00099491,20260113,2026-01-13,Active,
POL00099492,20260115,2026-01-15,Active,
POL00099493,20260102,2026-01-02,Active,
POL00099494,20260112,2026-01-12,Active,
POL00099495,20260118,2026-01-18,Active,
POL00099496,20260119,2026-01-19,Active,
POL00099497,20260114,2026-01-14,Active,
POL00099498,20260129,2026-01-29,Active,
POL00099499,20260110,2026-01-10,Active,
POL00099500,20260101,2026-01-01,Active,
POL00099501,20260402,2026-04-02,Cancelled,Affordability
POL00099502,20260123,2026-01-23,Active,
POL00099503,20260125,2026-01-25,Active,
POL00099504,20260129,2026-01-29,Active,
POL00099505,20260106,2026-01-06,Active,
POL00099506,20260107,2026-01-07,Active,
POL00099507,20260131,2026-01-31,Active,
POL00099508,20260125,2026-01-25,Active,
POL00099509,20260106,2026-01-06,Active,
POL00099510,20260124,2026-01-24,Active,
POL00099511,20260120,2026-01-20,Active,
POL00099512,20260104,2026-01-04,Active,
POL00099513,20260101,2026-01-01,Active,
POL00099514,20260117,2026-01-17,Active,
POL00099515,20260107,2026-01-07,Active,
POL00099516,20260127,2026-01-27,Active,
POL00099517,20260131,2026-01-31,Active,
POL00099518,20260106,2026-01-06,Active,
POL00099519,20260107,2026-01-07,Active,
POL00099520,20260101,2026-01-01,Active,
POL00099521,20260110,2026-01-10,Active,
POL00099522,20260204,2026-02-04,Cancelled,Duplicate Cover
POL00099523,20260130,2026-01-30,Active,
POL00099524,20260112,2026-01-12,Active,
POL00099525,20260428,2026-04-28,Cancelled,Affordability
POL00099526,20260909,2026-09-09,Cancelled,Customer Request
POL00099527,20260130,2026-01-30,Active,
POL00099528,20260112,2026-01-12,Active,
POL00099529,20260116,2026-01-16,Active,
POL00099530,20260122,2026-01-22,Active,
POL00099531,20260113,2026-01-13,Active,
POL00099532,20260714,2026-07-14,Cancelled,Duplicate Cover
POL00099533,20260114,2026-01-14,Active,
POL00099534,20260115,2026-01-15,Active,
POL00099535,20260110,2026-01-10,Active,
POL00099536,20260113,2026-01-13,Active,
POL00099537,20260125,2026-01-25,Active,
POL00099538,20260110,2026-01-10,Active,
POL00099539,20260125,2026-01-25,Active,
POL00099540,20260116,2026-01-16,Active,
POL00099541,20260124,2026-01-24,Active,
POL00099542,20260111,2026-01-11,Active,
POL00099543,20260604,2026-06-04,Lapsed,Non-payment
POL00099544,20260115,2026-01-15,Active,
POL00099545,20260124,2026-01-24,Active,
POL00099546,20260112,2026-01-12,Active,
POL00099547,20260107,2026-01-07,Active,
POL00099548,20260102,2026-01-02,Active,
POL00099549,20260128,2026-01-28,Active,
POL00099550,20260108,2026-01-08,Active,
POL00099551,20260117,2026-01-17,Active,
POL00099552,20260118,2026-01-18,Active,
POL00099553,20260129,2026-01-29,Active,
POL00099554,20260106,2026-01-06,Active,
POL00099555,20260128,2026-01-28,Active,
POL00099556,20260115,2026-01-15,Active,
POL00099557,20260118,2026-01-18,Active,
POL00099558,20260104,2026-01-04,Active,
POL00099559,20260111,2026-01-11,Active,
POL00099560,20260130,2026-01-30,Active,
POL00099561,20260130,2026-01-30,Active,
POL00099562,20260117,2026-01-17,Active,
POL00099563,20260112,2026-01-12,Active,
POL00099564,20260119,2026-01-19,Active,
POL00099565,20260129,2026-01-29,Active,
POL00099566,20260125,2026-01-25,Active,
POL00099567,20260125,2026-01-25,Active,
POL00099568,20260123,2026-01-23,Active,
POL00099569,20260113,2026-01-13,Active,
POL00099570,20260101,2026-01-01,Active,
POL00099571,20260127,2026-01-27,Active,
POL00099572,20260119,2026-01-19,Active,
POL00099573,20260111,2026-01-11,Active,
POL00099574,20260115,2026-01-15,Active,
POL00099575,20260119,2026-01-19,Active,
POL00099576,20260116,2026-01-16,Active,
POL00099577,20260716,2026-07-16,Cancelled,Customer Request
POL00099578,20260105,2026-01-05,Active,
POL00099579,20260109,2026-01-09,Active,
POL00099580,20260115,2026-01-15,Active,
POL00099581,20260117,2026-01-17,Active,
POL00099582,20260129,2026-01-29,Active,
POL00099583,20260110,2026-01-10,Active,
POL00099584,20260110,2026-01-10,Active,
POL00099585,20260618,2026-06-18,Cancelled,Underwriting
POL00099586,20260111,2026-01-11,Active,
POL00099587,20260128,2026-01-28,Active,
POL00099588,20260423,2026-04-23,Cancelled,Customer Request
POL00099589,20260124,2026-01-24,Active,
POL00099590,20260113,2026-01-13,Active,
POL00099591,20260103,2026-01-03,Active,
POL00099592,20260122,2026-01-22,Active,
POL00099593,20260105,2026-01-05,Active,
POL00099594,20260117,2026-01-17,Active,
POL00099595,20260110,2026-01-10,Active,
POL00099596,20260101,2026-01-01,Active,
POL00099597,20260104,2026-01-04,Active,
POL00099598,20260118,2026-01-18,Active,
POL00099599,20260129,2026-01-29,Active,
POL00099600,20260113,2026-01-13,Active,
POL00099601,20260109,2026-01-09,Active,
POL00099602,20260122,2026-01-22,Active,
POL00099603,20260111,2026-01-11,Active,
POL00099604,20260125,2026-01-25,Active,
POL00099605,20260114,2026-01-14,Active,
POL00099606,20260818,2026-08-18,Lapsed,Non-payment
POL00099607,20260424,2026-04-24,Lapsed,Non-payment
POL00099608,20260122,2026-01-22,Active,
POL00099609,20260122,2026-01-22,Active,
POL00099610,20260129,2026-01-29,Active,
POL00099611,20260118,2026-01-18,Active,
POL00099612,20260130,2026-01-30,Active,
POL00099613,20260126,2026-01-26,Active,
POL00099614,20260104,2026-01-04,Active,
POL00099615,20260106,2026-01-06,Active,
POL00099616,20260109,2026-01-09,Active,
POL00099617,20260131,2026-01-31,Active,
POL00099618,20260122,2026-01-22,Active,
POL00099619,20260114,2026-01-14,Active,
POL00099620,20260105,2026-01-05,Active,
POL00099621,20260116,2026-01-16,Active,
POL00099622,20260130,2026-01-30,Active,
POL00099623,20260121,2026-01-21,Active,
POL00099624,20260111,2026-01-11,Active,
POL00099625,20260112,2026-01-12,Active,
POL00099626,20260703,2026-07-03,Cancelled,Underwriting
POL00099627,20260108,2026-01-08,Active,
POL00099628,20260124,2026-01-24,Active,
POL00099629,20260119,2026-01-19,Active,
POL00099630,20260106,2026-01-06,Active,
POL00099631,20260108,2026-01-08,Active,
POL00099632,20260130,2026-01-30,Active,
POL00099633,20260128,2026-01-28,Active,
POL00099634,20260122,2026-01-22,Active,
POL00099635,20260225,2026-02-25,Cancelled,Underwriting
POL00099636,20260115,2026-01-15,Active,
POL00099637,20260329,2026-03-29,Cancelled,Customer Request
POL00099638,20260101,2026-01-01,Active,
POL00099639,20260110,2026-01-10,Active,
POL00099640,20260424,2026-04-24,Lapsed,Non-payment
POL00099641,20260105,2026-01-05,Active,
POL00099642,20260104,2026-01-04,Active,
POL00099643,20260125,2026-01-25,Active,
POL00099644,20260130,2026-01-30,Active,
POL00099645,20260128,2026-01-28,Active,
POL00099646,20260106,2026-01-06,Active,
POL00099647,20260104,2026-01-04,Active,
POL00099648,20260116,2026-01-16,Active,
POL00099649,20260129,2026-01-29,Active,
POL00099650,20260120,2026-01-20,Active,
POL00099651,20260605,2026-06-05,Lapsed,Non-payment
POL00099652,20260117,2026-01-17,Active,
POL00099653,20260124,2026-01-24,Active,
POL00099654,20260127,2026-01-27,Active,
POL00099655,20260103,2026-01-03,Active,
POL00099656,20260123,2026-01-23,Active,
POL00099657,20260126,2026-01-26,Active,
POL00099658,20260526,2026-05-26,Cancelled,Duplicate Cover
POL00099659,20260110,2026-01-10,Active,
POL00099660,20260107,2026-01-07,Active,
POL00099661,20260313,2026-03-13,Cancelled,Underwriting
POL00099662,20260101,2026-01-01,Active,
POL00099663,20260124,2026-01-24,Active,
POL00099664,20260118,2026-01-18,Active,
POL00099665,20260108,2026-01-08,Active,
POL00099666,20260121,2026-01-21,Active,
POL00099667,20260104,2026-01-04,Active,
POL00099668,20260105,2026-01-05,Active,
POL00099669,20260812,2026-08-12,Cancelled,Affordability
POL00099670,20260126,2026-01-26,Active,
POL00099671,20260103,2026-01-03,Active,
POL00099672,20260115,2026-01-15,Active,
POL00099673,20260109,2026-01-09,Active,
POL00099674,20260111,2026-01-11,Active,
POL00099675,20260121,2026-01-21,Active,
POL00099676,20260104,2026-01-04,Active,
POL00099677,20260104,2026-01-04,Active,
POL00099678,20260125,2026-01-25,Active,
POL00099679,20260112,2026-01-12,Active,
POL00099680,20260705,2026-07-05,Lapsed,Non-payment
POL00099681,20260130,2026-01-30,Active,
POL00099682,20260118,2026-01-18,Active,
POL00099683,20260418,2026-04-18,Cancelled,Affordability
POL00099684,20260104,2026-01-04,Active,
POL00099685,20260114,2026-01-14,Active,
POL00099686,20260120,2026-01-20,Active,
POL00099687,20260518,2026-05-18,Lapsed,Non-payment
POL00099688,20260119,2026-01-19,Active,
POL00099689,20260115,2026-01-15,Active,
POL00099690,20260101,2026-01-01,Active,
POL00099691,20260127,2026-01-27,Active,
POL00099692,20260128,2026-01-28,Active,
POL00099693,20260126,2026-01-26,Active,
POL00099694,20260111,2026-01-11,Active,
POL00099695,20260922,2026-09-22,Cancelled,Underwriting
POL00099696,20260529,2026-05-29,Cancelled,Duplicate Cover
POL00099697,20260101,2026-01-01,Active,
POL00099698,20260128,2026-01-28,Active,
POL00099699,20260110,2026-01-10,Active,
POL00099700,20260324,2026-03-24,Lapsed,Non-payment
POL00099701,20260116,2026-01-16,Active,
POL00099702,20260126,2026-01-26,Active,
POL00099703,20260107,2026-01-07,Active,
POL00099704,20260116,2026-01-16,Active,
POL00099705,20260328,2026-03-28,Cancelled,Duplicate Cover
POL00099706,20260113,2026-01-13,Active,
POL00099707,20260113,2026-01-13,Active,
POL00099708,20260106,2026-01-06,Active,
POL00099709,20260131,2026-01-31,Active,
POL00099710,20260101,2026-01-01,Active,
POL00099711,20260129,2026-01-29,Active,
POL00099712,20260111,2026-01-11,Active,
POL00099713,20260131,2026-01-31,Active,
POL00099714,20260108,2026-01-08,Active,
POL00099715,20260113,2026-01-13,Active,
POL00099716,20260118,2026-01-18,Active,
POL00099717,20260118,2026-01-18,Active,
POL00099718,20260428,2026-04-28,Lapsed,Non-payment
POL00099719,20260129,2026-01-29,Active,
POL00099720,20260519,2026-05-19,Cancelled,Underwriting
POL00099721,20260116,2026-01-16,Active,
POL00099722,20260124,2026-01-24,Active,
POL00099723,20260129,2026-01-29,Active,
POL00099724,20260107,2026-01-07,Active,
POL00099725,20260130,2026-01-30,Active,
POL00099726,20260124,2026-01-24,Active,
POL00099727,20260127,2026-01-27,Active,
POL00099728,20260811,2026-08-11,Cancelled,Affordability
POL00099729,20260106,2026-01-06,Active,
POL00099730,20260126,2026-01-26,Active,
POL00099731,20260110,2026-01-10,Active,
POL00099732,20260102,2026-01-02,Active,
POL00099733,20260131,2026-01-31,Active,
POL00099734,20260120,2026-01-20,Active,
POL00099735,20260118,2026-01-18,Active,
POL00099736,20260108,2026-01-08,Active,
POL00099737,20260127,2026-01-27,Active,
POL00099738,20260628,2026-06-28,Lapsed,Non-payment
POL00099739,20260105,2026-01-05,Active,
POL00099740,20260131,2026-01-31,Active,
POL00099741,20260111,2026-01-11,Active,
POL00099742,20260123,2026-01-23,Active,
POL00099743,20260131,2026-01-31,Active,
POL00099744,20260131,2026-01-31,Active,
POL00099745,20260117,2026-01-17,Active,
POL00099746,20260629,2026-06-29,Cancelled,Affordability
POL00099747,20260129,2026-01-29,Active,
POL00099748,20260129,2026-01-29,Active,
POL00099749,20260121,2026-01-21,Active,
POL00099750,20260121,2026-01-21,Active,
POL00099751,20260128,2026-01-28,Active,
POL00099752,20260108,2026-01-08,Active,
POL00099753,20260118,2026-01-18,Active,
POL00099754,20260117,2026-01-17,Active,
POL00099755,20260121,2026-01-21,Active,
POL00099756,20260117,2026-01-17,Active,
POL00099757,20260104,2026-01-04,Active,
POL00099758,20260124,2026-01-24,Active,
POL00099759,20260116,2026-01-16,Active,
POL00099760,20260124,2026-01-24,Active,
POL00099761,20260101,2026-01-01,Active,
POL00099762,20260116,2026-01-16,Active,
POL00099763,20260126,2026-01-26,Active,
POL00099764,20260106,2026-01-06,Active,
POL00099765,20260125,2026-01-25,Active,
POL00099766,20260120,2026-01-20,Active,
POL00099767,20260119,2026-01-19,Active,
POL00099768,20260130,2026-01-30,Active,
POL00099769,20260106,2026-01-06,Active,
POL00099770,20260121,2026-01-21,Active,
POL00099771,20260309,2026-03-09,Cancelled,Affordability
POL00099772,20260111,2026-01-11,Active,
POL00099773,20260110,2026-01-10,Active,
POL00099774,20260121,2026-01-21,Active,
POL00099775,20260123,2026-01-23,Active,
POL00099776,20260112,2026-01-12,Active,
POL00099777,20260128,2026-01-28,Active,
POL00099778,20260118,2026-01-18,Active,
POL00099779,20260119,2026-01-19,Active,
POL00099780,20260115,2026-01-15,Active,
POL00099781,20260613,2026-06-13,Cancelled,Underwriting
POL00099782,20260118,2026-01-18,Active,
POL00099783,20260118,2026-01-18,Active,
POL00099784,20260128,2026-01-28,Active,
POL00099785,20260108,2026-01-08,Active,
POL00099786,20260103,2026-01-03,Active,
POL00099787,20260108,2026-01-08,Active,
POL00099788,20260116,2026-01-16,Active,
POL00099789,20260128,2026-01-28,Active,
POL00099790,20260114,2026-01-14,Active,
POL00099791,20260123,2026-01-23,Active,
POL00099792,20260430,2026-04-30,Cancelled,Customer Request
POL00099793,20260112,2026-01-12,Active,
POL00099794,20260130,2026-01-30,Active,
POL00099795,20260131,2026-01-31,Active,
POL00099796,20260124,2026-01-24,Active,
POL00099797,20260123,2026-01-23,Active,
POL00099798,20260113,2026-01-13,Active,
POL00099799,20260127,2026-01-27,Active,
POL00099800,20260123,2026-01-23,Active,
POL00099801,20260126,2026-01-26,Active,
POL00099802,20260110,2026-01-10,Active,
POL00099803,20260116,2026-01-16,Active,
POL00099804,20260109,2026-01-09,Active,
POL00099805,20260115,2026-01-15,Active,
POL00099806,20260110,2026-01-10,Active,
POL00099807,20260111,2026-01-11,Active,
POL00099808,20260125,2026-01-25,Active,
POL00099809,20260110,2026-01-10,Active,
POL00099810,20260106,2026-01-06,Active,
POL00099811,20260125,2026-01-25,Active,
POL00099812,20260107,2026-01-07,Active,
POL00099813,20260224,2026-02-24,Cancelled,Customer Request
POL00099814,20260110,2026-01-10,Active,
POL00099815,20260112,2026-01-12,Active,
POL00099816,20260112,2026-01-12,Active,
POL00099817,20260111,2026-01-11,Active,
POL00099818,20260102,2026-01-02,Active,
POL00099819,20260112,2026-01-12,Active,
POL00099820,20260122,2026-01-22,Active,
POL00099821,20260123,2026-01-23,Active,
POL00099822,20260122,2026-01-22,Active,
POL00099823,20260106,2026-01-06,Active,
POL00099824,20260330,2026-03-30,Cancelled,Affordability
POL00099825,20260124,2026-01-24,Active,
POL00099826,20260619,2026-06-19,Cancelled,Underwriting
POL00099827,20260107,2026-01-07,Active,
POL00099828,20260114,2026-01-14,Active,
POL00099829,20260118,2026-01-18,Active,
POL00099830,20260111,2026-01-11,Active,
POL00099831,20260110,2026-01-10,Active,
POL00099832,20260115,2026-01-15,Active,
POL00099833,20260122,2026-01-22,Active,
POL00099834,20260126,2026-01-26,Active,
POL00099835,20260111,2026-01-11,Active,
POL00099836,20260107,2026-01-07,Active,
POL00099837,20260130,2026-01-30,Active,
POL00099838,20260115,2026-01-15,Active,
POL00099839,20260615,2026-06-15,Cancelled,Duplicate Cover
POL00099840,20260118,2026-01-18,Active,
POL00099841,20260116,2026-01-16,Active,
POL00099842,20260105,2026-01-05,Active,
POL00099843,20260523,2026-05-23,Lapsed,Non-payment
POL00099844,20260126,2026-01-26,Active,
POL00099845,20260111,2026-01-11,Active,
POL00099846,20260124,2026-01-24,Active,
POL00099847,20260112,2026-01-12,Active,
POL00099848,20260102,2026-01-02,Active,
POL00099849,20260118,2026-01-18,Active,
POL00099850,20260117,2026-01-17,Active,
POL00099851,20260119,2026-01-19,Active,
POL00099852,20260528,2026-05-28,Cancelled,Underwriting
POL00099853,20260109,2026-01-09,Active,
POL00099854,20260221,2026-02-21,Cancelled,Customer Request
POL00099855,20260516,2026-05-16,Cancelled,Underwriting
POL00099856,20260102,2026-01-02,Active,
POL00099857,20260104,2026-01-04,Active,
POL00099858,20260106,2026-01-06,Active,
POL00099859,20260112,2026-01-12,Active,
POL00099860,20260121,2026-01-21,Active,
POL00099861,20260102,2026-01-02,Active,
POL00099862,20260116,2026-01-16,Active,
POL00099863,20260128,2026-01-28,Active,
POL00099864,20260123,2026-01-23,Active,
POL00099865,20260107,2026-01-07,Active,
POL00099866,20260112,2026-01-12,Active,
POL00099867,20260106,2026-01-06,Active,
POL00099868,20260124,2026-01-24,Active,
POL00099869,20260120,2026-01-20,Active,
POL00099870,20260109,2026-01-09,Active,
POL00099871,20260108,2026-01-08,Active,
POL00099872,20260101,2026-01-01,Active,
POL00099873,20260415,2026-04-15,Cancelled,Affordability
POL00099874,20260112,2026-01-12,Active,
POL00099875,20260130,2026-01-30,Active,
POL00099876,20260126,2026-01-26,Active,
POL00099877,20260118,2026-01-18,Active,
POL00099878,20260115,2026-01-15,Active,
POL00099879,20260106,2026-01-06,Active,
POL00099880,20260123,2026-01-23,Active,
POL00099881,20260105,2026-01-05,Active,
POL00099882,20260107,2026-01-07,Active,
POL00099883,20260115,2026-01-15,Active,
POL00099884,20260103,2026-01-03,Active,
POL00099885,20260120,2026-01-20,Active,
POL00099886,20260127,2026-01-27,Active,
POL00099887,20260102,2026-01-02,Active,
POL00099888,20260120,2026-01-20,Active,
POL00099889,20260103,2026-01-03,Active,
POL00099890,20260101,2026-01-01,Active,
POL00099891,20260122,2026-01-22,Active,
POL00099892,20260103,2026-01-03,Active,
POL00099893,20260121,2026-01-21,Active,
POL00099894,20260115,2026-01-15,Active,
POL00099895,20260106,2026-01-06,Active,
POL00099896,20260110,2026-01-10,Active,
POL00099897,20260103,2026-01-03,Active,
POL00099898,20260102,2026-01-02,Active,
POL00099899,20260115,2026-01-15,Active,
POL00099900,20260103,2026-01-03,Active,
POL00099901,20260117,2026-01-17,Active,
POL00099902,20260119,2026-01-19,Active,
POL00099903,20260107,2026-01-07,Active,
POL00099904,20260113,2026-01-13,Active,
POL00099905,20260109,2026-01-09,Active,
POL00099906,20260817,2026-08-17,Cancelled,Customer Request
POL00099907,20260325,2026-03-25,Cancelled,Duplicate Cover
POL00099908,20260126,2026-01-26,Active,
POL00099909,20260118,2026-01-18,Active,
POL00099910,20260106,2026-01-06,Active,
POL00099911,20260530,2026-05-30,Cancelled,Duplicate Cover
POL00099912,20260114,2026-01-14,Active,
POL00099913,20260120,2026-01-20,Active,
POL00099914,20260124,2026-01-24,Active,
POL00099915,20260113,2026-01-13,Active,
POL00099916,20260118,2026-01-18,Active,
POL00099917,20260126,2026-01-26,Active,
POL00099918,20260131,2026-01-31,Active,
POL00099919,20260121,2026-01-21,Active,
POL00099920,20260117,2026-01-17,Active,
POL00099921,20260123,2026-01-23,Active,
POL00099922,20260102,2026-01-02,Active,
