customer_id,customer_segment,province,age_band,tenure_band,digital_engagement_score,synthetic_data_flag
C007358,Affluent,Gauteng,35-44,New,47.0,True
C007359,Affluent,Gauteng,55-64,1-2 Years,69.8,True
C007360,Mass,Gauteng,35-44,1-2 Years,28.9,True
C007361,Middle Market,Free State,25-34,3-5 Years,58.7,True
C007362,Mass,Limpopo,45-54,5+ Years,60.0,True
C007363,Middle Market,KwaZulu-Natal,18-24,3-5 Years,62.0,True
C007364,Mass,Gauteng,35-44,New,37.3,True
C007365,Affluent,Gauteng,45-54,New,69.0,True
C007366,Affluent,Western Cape,25-34,3-5 Years,50.4,True
C007367,Mass,Gauteng,55-64,3-5 Years,33.3,True
C007368,Middle Market,KwaZulu-Natal,35-44,New,51.4,True
C007369,Middle Market,Gauteng,35-44,New,87.0,True
C007370,Affluent,Gauteng,65+,5+ Years,84.2,True
C007371,Middle Market,KwaZulu-Natal,25-34,3-5 Years,84.3,True
C007372,Mass,Gauteng,35-44,1-2 Years,9.4,True
C007373,Middle Market,Eastern Cape,35-44,New,43.7,True
C007374,Mass,Free State,25-34,1-2 Years,59.4,True
C007375,Middle Market,KwaZulu-Natal,25-34,3-5 Years,36.1,True
C007376,Mass,Northern Cape,35-44,3-5 Years,49.5,True
C007377,Middle Market,KwaZulu-Natal,55-64,3-5 Years,17.1,True
C007378,Affluent,Free State,35-44,3-5 Years,6.7,True
C007379,Mass,KwaZulu-Natal,35-44,3-5 Years,79.5,True
C007380,Mass,Free State,45-54,1-2 Years,79.6,True
C007381,Middle Market,Western Cape,25-34,5+ Years,55.4,True
C007382,Mass,Western Cape,25-34,3-5 Years,10.5,True
C007383,Middle Market,Western Cape,35-44,New,47.9,True
C007384,Middle Market,KwaZulu-Natal,45-54,3-5 Years,40.2,True
C007385,Mass,Western Cape,25-34,1-2 Years,47.4,True
C007386,Affluent,Northern Cape,25-34,5+ Years,32.0,True
C007387,Middle Market,KwaZulu-Natal,45-54,5+ Years,66.8,True
C007388,Middle Market,Western Cape,45-54,New,29.8,True
C007389,Mass,Western Cape,55-64,3-5 Years,41.0,True
C007390,Mass,Free State,45-54,3-5 Years,38.3,True
C007391,Mass,Free State,45-54,5+ Years,37.7,True
C007392,Affluent,KwaZulu-Natal,35-44,New,21.9,True
C007393,Affluent,Gauteng,65+,3-5 Years,72.9,True
C007394,Affluent,Limpopo,45-54,5+ Years,37.9,True
C007395,Mass,Mpumalanga,25-34,3-5 Years,62.2,True
C007396,Middle Market,Limpopo,45-54,1-2 Years,26.3,True
C007397,Middle Market,KwaZulu-Natal,25-34,3-5 Years,18.7,True
C007398,Middle Market,Gauteng,55-64,New,19.2,True
C007399,Mass,North West,65+,3-5 Years,38.9,True
C007400,Affluent,Gauteng,25-34,1-2 Years,98.4,True
C007401,Mass,Gauteng,25-34,New,65.8,True
C007402,Mass,KwaZulu-Natal,45-54,5+ Years,53.6,True
C007403,Affluent,Western Cape,45-54,1-2 Years,94.9,True
C007404,Middle Market,Eastern Cape,45-54,5+ Years,46.5,True
C007405,Mass,KwaZulu-Natal,35-44,1-2 Years,90.5,True
C007406,Middle Market,Gauteng,55-64,1-2 Years,14.2,True
C007407,SME Owner,KwaZulu-Natal,45-54,5+ Years,52.8,True
C007408,Mass,Limpopo,55-64,3-5 Years,14.5,True
C007409,Middle Market,Limpopo,25-34,1-2 Years,39.5,True
C007410,Mass,Gauteng,25-34,3-5 Years,25.3,True
C007411,Mass,Western Cape,45-54,New,87.2,True
C007412,Middle Market,Gauteng,45-54,3-5 Years,37.5,True
C007413,Middle Market,Eastern Cape,25-34,New,76.4,True
C007414,Mass,KwaZulu-Natal,25-34,New,27.4,True
C007415,Mass,Western Cape,55-64,5+ Years,56.0,True
C007416,Middle Market,Gauteng,35-44,New,75.4,True
C007417,Middle Market,Free State,25-34,5+ Years,75.0,True
C007418,Middle Market,Free State,25-34,1-2 Years,37.9,True
C007419,Affluent,Western Cape,55-64,New,25.3,True
C007420,Mass,Gauteng,25-34,3-5 Years,16.6,True
C007421,Middle Market,Western Cape,35-44,New,78.5,True
C007422,Middle Market,Mpumalanga,35-44,New,40.5,True
C007423,Middle Market,KwaZulu-Natal,65+,1-2 Years,58.1,True
C007424,Mass,Eastern Cape,45-54,1-2 Years,66.3,True
C007425,Mass,Gauteng,45-54,3-5 Years,81.3,True
C007426,Mass,Western Cape,45-54,1-2 Years,11.2,True
C007427,Mass,Gauteng,65+,1-2 Years,82.1,True
C007428,SME Owner,Western Cape,25-34,1-2 Years,56.6,True
C007429,Middle Market,Gauteng,18-24,1-2 Years,59.5,True
C007430,Middle Market,KwaZulu-Natal,25-34,5+ Years,88.2,True
C007431,Middle Market,Western Cape,55-64,New,75.3,True
C007432,Middle Market,Limpopo,45-54,New,56.1,True
C007433,Middle Market,Western Cape,25-34,3-5 Years,40.1,True
C007434,Middle Market,Gauteng,25-34,3-5 Years,55.1,True
C007435,Middle Market,Gauteng,35-44,1-2 Years,58.0,True
C007436,Mass,Gauteng,25-34,New,60.6,True
C007437,Middle Market,Eastern Cape,35-44,5+ Years,34.1,True
C007438,Middle Market,KwaZulu-Natal,18-24,New,34.0,True
C007439,Middle Market,KwaZulu-Natal,45-54,3-5 Years,28.7,True
C007440,SME Owner,Limpopo,25-34,3-5 Years,59.1,True
C007441,Middle Market,Gauteng,35-44,3-5 Years,54.2,True
C007442,Middle Market,Western Cape,18-24,1-2 Years,97.1,True
C007443,Mass,Gauteng,45-54,5+ Years,91.1,True
C007444,Middle Market,Gauteng,45-54,1-2 Years,77.8,True
C007445,Affluent,Western Cape,55-64,New,52.2,True
C007446,Affluent,Eastern Cape,45-54,New,84.2,True
C007447,Affluent,Limpopo,45-54,5+ Years,38.3,True
C007448,Mass,Gauteng,35-44,5+ Years,60.2,True
C007449,Middle Market,Western Cape,18-24,5+ Years,40.6,True
C007450,Affluent,Mpumalanga,45-54,1-2 Years,36.6,True
C007451,Middle Market,Free State,18-24,1-2 Years,40.0,True
C007452,Middle Market,Eastern Cape,45-54,3-5 Years,68.4,True
C007453,Middle Market,Western Cape,18-24,5+ Years,35.3,True
C007454,Middle Market,Western Cape,18-24,5+ Years,29.2,True
C007455,Mass,Eastern Cape,35-44,1-2 Years,42.7,True
C007456,Mass,Gauteng,55-64,5+ Years,46.0,True
C007457,Affluent,KwaZulu-Natal,45-54,1-2 Years,80.6,True
C007458,SME Owner,Gauteng,45-54,New,41.8,True
C007459,Affluent,KwaZulu-Natal,45-54,New,43.5,True
C007460,Mass,KwaZulu-Natal,35-44,3-5 Years,25.1,True
C007461,Mass,Gauteng,45-54,New,16.6,True
C007462,Mass,Western Cape,35-44,3-5 Years,11.5,True
C007463,Affluent,Gauteng,65+,New,88.3,True
C007464,Middle Market,Free State,45-54,New,39.9,True
C007465,SME Owner,Mpumalanga,25-34,5+ Years,55.1,True
C007466,Mass,Gauteng,35-44,5+ Years,21.2,True
C007467,Middle Market,Gauteng,45-54,3-5 Years,37.9,True
C007468,Middle Market,Mpumalanga,35-44,New,69.9,True
C007469,Mass,Limpopo,25-34,5+ Years,76.8,True
C007470,SME Owner,Free State,45-54,1-2 Years,43.1,True
C007471,Middle Market,Western Cape,45-54,New,62.0,True
C007472,Mass,Gauteng,18-24,1-2 Years,92.1,True
C007473,Mass,North West,35-44,New,37.3,True
C007474,Affluent,Western Cape,45-54,3-5 Years,70.0,True
C007475,Middle Market,Western Cape,25-34,1-2 Years,69.3,True
C007476,Middle Market,Free State,55-64,3-5 Years,36.7,True
C007477,Middle Market,KwaZulu-Natal,35-44,5+ Years,72.5,True
C007478,Middle Market,Gauteng,35-44,1-2 Years,43.7,True
C007479,Middle Market,North West,65+,1-2 Years,65.8,True
C007480,Affluent,KwaZulu-Natal,45-54,3-5 Years,61.4,True
C007481,Mass,Gauteng,55-64,3-5 Years,17.0,True
C007482,Middle Market,Gauteng,65+,3-5 Years,66.1,True
C007483,Mass,KwaZulu-Natal,35-44,New,24.8,True
C007484,Mass,KwaZulu-Natal,35-44,New,81.1,True
C007485,Mass,Gauteng,55-64,5+ Years,45.9,True
C007486,Affluent,KwaZulu-Natal,18-24,New,62.1,True
C007487,Mass,Western Cape,35-44,New,45.4,True
C007488,Middle Market,Western Cape,45-54,3-5 Years,52.8,True
C007489,Middle Market,North West,55-64,New,31.0,True
C007490,Mass,Gauteng,45-54,5+ Years,31.0,True
C007491,Middle Market,Mpumalanga,18-24,3-5 Years,55.8,True
C007492,SME Owner,Western Cape,45-54,5+ Years,34.1,True
C007493,Mass,Gauteng,45-54,5+ Years,39.2,True
C007494,Mass,Gauteng,18-24,1-2 Years,87.5,True
C007495,SME Owner,North West,25-34,3-5 Years,48.4,True
C007496,Mass,Gauteng,35-44,1-2 Years,67.4,True
C007497,Mass,Gauteng,45-54,New,54.9,True
C007498,SME Owner,Western Cape,45-54,3-5 Years,40.6,True
C007499,Affluent,KwaZulu-Natal,35-44,5+ Years,23.6,True
C007500,Middle Market,Western Cape,65+,New,80.3,True
C007501,Middle Market,Gauteng,45-54,5+ Years,72.4,True
C007502,Affluent,KwaZulu-Natal,25-34,1-2 Years,35.3,True
C007503,Middle Market,Mpumalanga,45-54,New,71.7,True
C007504,Middle Market,Mpumalanga,25-34,5+ Years,25.2,True
C007505,Affluent,Northern Cape,25-34,New,91.8,True
C007506,Middle Market,Western Cape,45-54,5+ Years,75.7,True
C007507,Middle Market,Gauteng,35-44,3-5 Years,47.6,True
C007508,Mass,Gauteng,65+,5+ Years,40.8,True
C007509,Middle Market,Limpopo,35-44,3-5 Years,77.8,True
C007510,Middle Market,Eastern Cape,35-44,New,70.5,True
C007511,Mass,KwaZulu-Natal,25-34,3-5 Years,80.3,True
C007512,Middle Market,Western Cape,55-64,3-5 Years,82.2,True
C007513,Affluent,Western Cape,25-34,New,46.4,True
C007514,Mass,Western Cape,35-44,New,91.3,True
C007515,Mass,Western Cape,35-44,1-2 Years,84.4,True
C007516,Mass,Western Cape,65+,New,50.5,True
C007517,Mass,Gauteng,25-34,New,28.2,True
C007518,Middle Market,Gauteng,45-54,5+ Years,40.4,True
C007519,Middle Market,Gauteng,45-54,5+ Years,42.4,True
C007520,Mass,North West,18-24,1-2 Years,52.0,True
C007521,Affluent,Northern Cape,35-44,1-2 Years,79.5,True
C007522,Mass,Eastern Cape,18-24,1-2 Years,37.8,True
C007523,Mass,Limpopo,25-34,New,4.5,True
C007524,Affluent,Gauteng,18-24,3-5 Years,46.0,True
C007525,Middle Market,Gauteng,25-34,1-2 Years,29.7,True
C007526,Middle Market,Gauteng,45-54,1-2 Years,69.7,True
C007527,Affluent,Gauteng,25-34,New,43.9,True
C007528,SME Owner,Eastern Cape,35-44,3-5 Years,24.3,True
C007529,Mass,Gauteng,35-44,5+ Years,29.1,True
C007530,Middle Market,North West,25-34,5+ Years,87.1,True
C007531,Middle Market,KwaZulu-Natal,25-34,New,41.0,True
C007532,Mass,Gauteng,35-44,1-2 Years,46.6,True
C007533,Affluent,Free State,45-54,1-2 Years,24.5,True
C007534,Mass,Limpopo,35-44,1-2 Years,54.1,True
C007535,Affluent,KwaZulu-Natal,35-44,1-2 Years,82.1,True
C007536,Middle Market,Gauteng,55-64,3-5 Years,19.5,True
C007537,Middle Market,Western Cape,55-64,1-2 Years,38.1,True
C007538,Mass,KwaZulu-Natal,25-34,3-5 Years,15.2,True
C007539,Affluent,Eastern Cape,45-54,New,62.7,True
C007540,Middle Market,Gauteng,45-54,5+ Years,42.5,True
C007541,Mass,Limpopo,18-24,3-5 Years,91.8,True
C007542,Mass,Gauteng,18-24,1-2 Years,27.9,True
C007543,Middle Market,Northern Cape,18-24,3-5 Years,87.0,True
C007544,Mass,Gauteng,25-34,3-5 Years,19.1,True
C007545,Middle Market,Limpopo,25-34,1-2 Years,47.7,True
C007546,Middle Market,Gauteng,25-34,1-2 Years,10.0,True
C007547,Mass,Eastern Cape,35-44,3-5 Years,81.5,True
C007548,Middle Market,Limpopo,45-54,1-2 Years,52.6,True
C007549,Mass,Gauteng,35-44,New,41.6,True
C007550,SME Owner,Gauteng,35-44,5+ Years,39.4,True
C007551,Affluent,Northern Cape,25-34,5+ Years,26.1,True
C007552,Mass,North West,45-54,3-5 Years,42.2,True
C007553,Middle Market,Eastern Cape,25-34,3-5 Years,52.4,True
C007554,Middle Market,Western Cape,25-34,3-5 Years,85.8,True
C007555,SME Owner,Gauteng,65+,New,49.0,True
C007556,Mass,Western Cape,35-44,1-2 Years,57.4,True
C007557,Middle Market,Eastern Cape,35-44,New,16.6,True
C007558,Affluent,Gauteng,18-24,New,59.6,True
C007559,Mass,Gauteng,55-64,1-2 Years,61.7,True
C007560,Middle Market,Mpumalanga,35-44,New,73.4,True
C007561,Mass,Eastern Cape,45-54,1-2 Years,85.3,True
C007562,Middle Market,Eastern Cape,45-54,1-2 Years,39.6,True
C007563,Mass,North West,55-64,5+ Years,87.3,True
C007564,SME Owner,KwaZulu-Natal,55-64,5+ Years,10.2,True
C007565,Mass,Gauteng,25-34,1-2 Years,53.7,True
C007566,Mass,Mpumalanga,25-34,New,58.4,True
C007567,Affluent,Northern Cape,55-64,1-2 Years,42.3,True
C007568,Affluent,Gauteng,25-34,New,56.2,True
C007569,Middle Market,Western Cape,55-64,3-5 Years,63.1,True
C007570,Middle Market,Western Cape,35-44,5+ Years,77.0,True
C007571,Mass,Gauteng,25-34,1-2 Years,74.6,True
C007572,Middle Market,Gauteng,25-34,3-5 Years,66.2,True
C007573,Mass,Gauteng,65+,5+ Years,80.6,True
C007574,Mass,Eastern Cape,18-24,New,44.4,True
C007575,Affluent,Gauteng,35-44,3-5 Years,12.1,True
C007576,Middle Market,Mpumalanga,45-54,1-2 Years,45.5,True
C007577,Mass,KwaZulu-Natal,35-44,3-5 Years,26.3,True
C007578,Mass,Western Cape,25-34,New,81.7,True
C007579,SME Owner,Free State,25-34,New,36.8,True
C007580,Mass,KwaZulu-Natal,25-34,New,63.5,True
C007581,Mass,Eastern Cape,65+,3-5 Years,88.4,True
C007582,Mass,Limpopo,35-44,1-2 Years,80.0,True
C007583,Mass,Free State,18-24,5+ Years,10.3,True
C007584,Mass,Free State,35-44,New,49.7,True
C007585,SME Owner,Eastern Cape,45-54,1-2 Years,51.2,True
C007586,Mass,Western Cape,45-54,New,27.8,True
C007587,Middle Market,KwaZulu-Natal,25-34,5+ Years,62.4,True
C007588,Middle Market,KwaZulu-Natal,25-34,3-5 Years,35.1,True
C007589,Middle Market,North West,45-54,New,48.7,True
C007590,Middle Market,Western Cape,65+,3-5 Years,8.6,True
C007591,Middle Market,Gauteng,35-44,3-5 Years,53.8,True
C007592,Middle Market,Western Cape,25-34,New,6.7,True
C007593,Middle Market,Western Cape,55-64,New,10.2,True
C007594,Middle Market,Western Cape,35-44,3-5 Years,45.6,True
C007595,Middle Market,KwaZulu-Natal,45-54,New,67.5,True
C007596,Middle Market,North West,25-34,New,35.3,True
C007597,Mass,Gauteng,55-64,3-5 Years,78.7,True
C007598,Middle Market,North West,25-34,3-5 Years,55.0,True
C007599,Middle Market,Free State,45-54,New,31.5,True
C007600,Mass,Gauteng,35-44,New,74.0,True
C007601,Affluent,Gauteng,35-44,New,51.3,True
C007602,Mass,Mpumalanga,25-34,3-5 Years,84.2,True
C007603,Mass,Free State,55-64,1-2 Years,87.6,True
C007604,Affluent,Gauteng,35-44,1-2 Years,47.1,True
C007605,Mass,KwaZulu-Natal,35-44,1-2 Years,62.3,True
C007606,Mass,Gauteng,25-34,1-2 Years,59.0,True
C007607,Mass,KwaZulu-Natal,25-34,3-5 Years,67.1,True
C007608,Affluent,Gauteng,35-44,New,87.3,True
C007609,Middle Market,Western Cape,18-24,3-5 Years,40.3,True
C007610,Middle Market,Western Cape,35-44,New,42.5,True
C007611,Middle Market,KwaZulu-Natal,25-34,New,40.0,True
C007612,Middle Market,Gauteng,45-54,1-2 Years,86.1,True
C007613,SME Owner,Eastern Cape,45-54,5+ Years,54.8,True
C007614,Affluent,Free State,35-44,New,56.3,True
C007615,Mass,KwaZulu-Natal,25-34,New,28.2,True
C007616,SME Owner,Mpumalanga,45-54,3-5 Years,17.2,True
C007617,Middle Market,Free State,65+,3-5 Years,65.8,True
C007618,Mass,Gauteng,45-54,3-5 Years,20.1,True
C007619,Mass,Gauteng,45-54,3-5 Years,54.9,True
C007620,Middle Market,KwaZulu-Natal,25-34,3-5 Years,11.9,True
C007621,Mass,Eastern Cape,35-44,New,81.0,True
C007622,Middle Market,North West,25-34,1-2 Years,33.6,True
C007623,Mass,Gauteng,25-34,New,69.7,True
C007624,Middle Market,Gauteng,35-44,1-2 Years,59.7,True
C007625,Mass,Limpopo,25-34,New,28.4,True
C007626,Affluent,Mpumalanga,45-54,3-5 Years,49.5,True
C007627,Mass,Western Cape,65+,3-5 Years,79.4,True
C007628,Mass,Western Cape,35-44,5+ Years,24.8,True
C007629,Middle Market,Limpopo,25-34,5+ Years,60.9,True
C007630,Middle Market,Western Cape,25-34,New,25.7,True
C007631,Middle Market,Free State,35-44,1-2 Years,74.9,True
C007632,Middle Market,North West,35-44,New,25.8,True
C007633,Mass,Gauteng,35-44,1-2 Years,7.0,True
C007634,Affluent,Gauteng,55-64,3-5 Years,61.3,True
C007635,Middle Market,North West,55-64,3-5 Years,31.4,True
C007636,Mass,Western Cape,45-54,1-2 Years,86.0,True
C007637,Middle Market,Gauteng,25-34,1-2 Years,42.0,True
C007638,Middle Market,Western Cape,25-34,5+ Years,48.9,True
C007639,Middle Market,KwaZulu-Natal,25-34,3-5 Years,53.9,True
C007640,Middle Market,Gauteng,45-54,3-5 Years,22.7,True
C007641,Mass,Eastern Cape,55-64,1-2 Years,49.8,True
C007642,Middle Market,Gauteng,45-54,3-5 Years,47.6,True
C007643,Mass,Gauteng,55-64,1-2 Years,62.9,True
C007644,Mass,Gauteng,25-34,New,29.9,True
C007645,SME Owner,KwaZulu-Natal,45-54,3-5 Years,86.8,True
C007646,Middle Market,Limpopo,25-34,5+ Years,88.3,True
C007647,Mass,KwaZulu-Natal,45-54,5+ Years,67.6,True
C007648,Mass,Limpopo,18-24,New,32.5,True
C007649,Middle Market,Gauteng,35-44,New,78.9,True
C007650,Mass,Western Cape,55-64,3-5 Years,82.0,True
C007651,Mass,Western Cape,25-34,3-5 Years,26.7,True
C007652,Mass,Free State,55-64,5+ Years,54.3,True
C007653,Middle Market,KwaZulu-Natal,18-24,1-2 Years,24.4,True
C007654,Middle Market,Free State,45-54,3-5 Years,44.0,True
C007655,Mass,Western Cape,35-44,5+ Years,67.2,True
C007656,Mass,North West,18-24,3-5 Years,62.0,True
C007657,Middle Market,Free State,45-54,New,95.5,True
C007658,Middle Market,Mpumalanga,25-34,3-5 Years,31.3,True
C007659,Middle Market,Gauteng,35-44,New,76.7,True
C007660,Mass,Gauteng,25-34,New,37.7,True
C007661,Middle Market,KwaZulu-Natal,25-34,1-2 Years,50.6,True
C007662,Affluent,Western Cape,25-34,1-2 Years,60.8,True
C007663,Middle Market,Free State,45-54,3-5 Years,77.8,True
C007664,Mass,Gauteng,25-34,3-5 Years,57.7,True
C007665,Middle Market,KwaZulu-Natal,25-34,3-5 Years,75.7,True
C007666,Mass,Gauteng,25-34,3-5 Years,31.3,True
C007667,Mass,KwaZulu-Natal,25-34,5+ Years,63.0,True
C007668,Mass,Gauteng,18-24,New,59.6,True
C007669,Affluent,Mpumalanga,35-44,5+ Years,71.2,True
C007670,Mass,Gauteng,45-54,3-5 Years,27.7,True
C007671,Affluent,KwaZulu-Natal,18-24,1-2 Years,46.4,True
C007672,Middle Market,Gauteng,25-34,New,48.5,True
C007673,Middle Market,Gauteng,55-64,5+ Years,8.9,True
C007674,Mass,Western Cape,55-64,3-5 Years,5.8,True
C007675,Middle Market,Gauteng,65+,3-5 Years,21.1,True
C007676,Mass,KwaZulu-Natal,45-54,New,6.8,True
C007677,Middle Market,Gauteng,18-24,5+ Years,43.3,True
C007678,Mass,Eastern Cape,25-34,1-2 Years,57.7,True
C007679,Mass,Limpopo,25-34,New,82.9,True
C007680,Middle Market,Eastern Cape,35-44,New,36.6,True
C007681,Mass,Gauteng,35-44,5+ Years,37.8,True
C007682,Mass,Western Cape,25-34,New,68.1,True
C007683,SME Owner,Gauteng,25-34,5+ Years,78.6,True
C007684,Mass,Western Cape,65+,New,70.9,True
C007685,Mass,Limpopo,25-34,3-5 Years,76.4,True
C007686,Mass,Gauteng,18-24,New,42.7,True
C007687,Mass,Gauteng,18-24,3-5 Years,62.6,True
C007688,Middle Market,Limpopo,35-44,New,52.1,True
C007689,Mass,Western Cape,25-34,5+ Years,63.2,True
C007690,Middle Market,Gauteng,35-44,1-2 Years,35.2,True
C007691,Middle Market,North West,35-44,3-5 Years,36.2,True
C007692,Mass,Gauteng,55-64,5+ Years,38.6,True
C007693,SME Owner,Free State,25-34,1-2 Years,48.5,True
C007694,SME Owner,Gauteng,25-34,5+ Years,61.8,True
C007695,Mass,North West,45-54,3-5 Years,48.7,True
C007696,Mass,Free State,35-44,New,34.2,True
C007697,Mass,Gauteng,35-44,1-2 Years,85.6,True
C007698,Mass,Northern Cape,35-44,1-2 Years,90.9,True
C007699,Middle Market,Gauteng,55-64,3-5 Years,72.5,True
C007700,Middle Market,Limpopo,25-34,5+ Years,25.6,True
C007701,Middle Market,Eastern Cape,65+,New,52.6,True
C007702,Mass,Gauteng,25-34,New,41.2,True
C007703,Mass,KwaZulu-Natal,25-34,New,47.1,True
C007704,SME Owner,Gauteng,25-34,3-5 Years,13.0,True
C007705,Affluent,KwaZulu-Natal,45-54,3-5 Years,27.2,True
C007706,Mass,KwaZulu-Natal,35-44,New,82.2,True
C007707,Middle Market,Western Cape,25-34,3-5 Years,19.7,True
C007708,Middle Market,Limpopo,55-64,1-2 Years,38.6,True
C007709,Middle Market,North West,65+,3-5 Years,33.0,True
C007710,Middle Market,KwaZulu-Natal,35-44,5+ Years,68.0,True
C007711,Affluent,KwaZulu-Natal,18-24,New,74.9,True
C007712,Mass,Gauteng,35-44,3-5 Years,39.4,True
C007713,Mass,Northern Cape,35-44,3-5 Years,77.0,True
C007714,SME Owner,Limpopo,25-34,1-2 Years,69.1,True
C007715,Mass,North West,18-24,1-2 Years,32.1,True
C007716,Mass,Free State,35-44,5+ Years,46.7,True
C007717,Middle Market,Gauteng,55-64,New,86.4,True
C007718,Middle Market,Gauteng,25-34,3-5 Years,25.3,True
C007719,Middle Market,KwaZulu-Natal,35-44,5+ Years,40.2,True
C007720,Middle Market,Gauteng,55-64,5+ Years,91.0,True
C007721,Middle Market,KwaZulu-Natal,35-44,3-5 Years,22.9,True
C007722,Mass,Western Cape,35-44,1-2 Years,83.2,True
C007723,Middle Market,Eastern Cape,25-34,New,51.4,True
C007724,Middle Market,KwaZulu-Natal,65+,3-5 Years,30.1,True
C007725,Affluent,Gauteng,45-54,3-5 Years,33.7,True
C007726,Mass,Eastern Cape,25-34,1-2 Years,79.4,True
C007727,Mass,Gauteng,18-24,1-2 Years,79.3,True
C007728,Middle Market,Gauteng,45-54,New,66.8,True
C007729,Mass,Western Cape,25-34,New,76.8,True
C007730,Mass,Gauteng,25-34,3-5 Years,92.5,True
C007731,Affluent,Gauteng,45-54,1-2 Years,60.4,True
C007732,Middle Market,Gauteng,55-64,3-5 Years,62.3,True
C007733,Mass,Gauteng,35-44,1-2 Years,64.0,True
C007734,Mass,Gauteng,25-34,1-2 Years,61.6,True
C007735,Mass,Western Cape,25-34,3-5 Years,47.3,True
C007736,Middle Market,Limpopo,45-54,3-5 Years,35.6,True
C007737,Middle Market,Gauteng,18-24,1-2 Years,65.0,True
C007738,Mass,Gauteng,45-54,New,10.8,True
C007739,Mass,Gauteng,65+,1-2 Years,5.2,True
C007740,Mass,Gauteng,35-44,3-5 Years,40.3,True
C007741,Mass,Western Cape,45-54,New,24.2,True
C007742,Mass,Western Cape,18-24,New,77.0,True
C007743,Middle Market,Eastern Cape,25-34,New,35.8,True
C007744,Mass,Eastern Cape,35-44,5+ Years,44.0,True
C007745,Mass,Mpumalanga,45-54,1-2 Years,78.5,True
C007746,Middle Market,Mpumalanga,25-34,3-5 Years,49.8,True
C007747,Middle Market,Gauteng,45-54,5+ Years,68.1,True
C007748,Mass,Gauteng,45-54,1-2 Years,48.5,True
C007749,Mass,Western Cape,25-34,1-2 Years,11.6,True
C007750,Mass,KwaZulu-Natal,55-64,3-5 Years,72.0,True
C007751,Mass,KwaZulu-Natal,45-54,5+ Years,8.8,True
C007752,Middle Market,Western Cape,65+,1-2 Years,11.5,True
C007753,Mass,Northern Cape,45-54,3-5 Years,73.8,True
C007754,Middle Market,Western Cape,45-54,1-2 Years,80.2,True
C007755,Middle Market,North West,18-24,1-2 Years,74.0,True
C007756,Mass,Northern Cape,35-44,New,30.7,True
C007757,Mass,Western Cape,25-34,3-5 Years,55.0,True
C007758,Mass,Gauteng,45-54,New,89.0,True
C007759,Mass,Gauteng,45-54,3-5 Years,59.0,True
C007760,Middle Market,Western Cape,35-44,5+ Years,16.9,True
C007761,Mass,Mpumalanga,35-44,1-2 Years,43.9,True
C007762,Affluent,North West,25-34,1-2 Years,68.6,True
C007763,Middle Market,Gauteng,25-34,1-2 Years,77.1,True
C007764,Middle Market,Gauteng,35-44,3-5 Years,18.1,True
C007765,Middle Market,Limpopo,25-34,5+ Years,40.4,True
C007766,Middle Market,KwaZulu-Natal,25-34,1-2 Years,72.7,True
C007767,Affluent,Eastern Cape,18-24,3-5 Years,48.1,True
C007768,SME Owner,Western Cape,55-64,New,58.7,True
C007769,Mass,Gauteng,25-34,3-5 Years,37.1,True
C007770,Mass,Gauteng,65+,1-2 Years,54.4,True
C007771,Mass,Gauteng,18-24,New,54.6,True
C007772,Mass,Western Cape,35-44,5+ Years,9.5,True
C007773,Middle Market,Gauteng,35-44,1-2 Years,55.1,True
C007774,Mass,Western Cape,35-44,5+ Years,47.6,True
C007775,Middle Market,Free State,25-34,1-2 Years,45.7,True
C007776,Middle Market,Gauteng,55-64,1-2 Years,53.9,True
C007777,Mass,Mpumalanga,55-64,1-2 Years,10.8,True
C007778,Middle Market,Gauteng,45-54,1-2 Years,73.9,True
C007779,Mass,KwaZulu-Natal,25-34,New,58.0,True
C007780,Middle Market,Gauteng,25-34,3-5 Years,65.2,True
C007781,Middle Market,Limpopo,25-34,New,70.1,True
C007782,Mass,Gauteng,65+,New,71.7,True
C007783,Middle Market,Western Cape,45-54,1-2 Years,46.5,True
C007784,Mass,North West,35-44,3-5 Years,56.5,True
C007785,Middle Market,Gauteng,35-44,5+ Years,38.1,True
C007786,Middle Market,Eastern Cape,45-54,1-2 Years,69.7,True
C007787,Mass,Eastern Cape,18-24,3-5 Years,55.5,True
C007788,Middle Market,Gauteng,35-44,5+ Years,32.1,True
C007789,Affluent,Gauteng,18-24,New,67.0,True
C007790,Middle Market,Limpopo,55-64,1-2 Years,51.3,True
C007791,Middle Market,Mpumalanga,35-44,New,10.4,True
C007792,Middle Market,Gauteng,25-34,3-5 Years,58.1,True
C007793,Mass,Limpopo,65+,5+ Years,64.3,True
C007794,Middle Market,Limpopo,55-64,3-5 Years,39.1,True
C007795,Affluent,KwaZulu-Natal,35-44,5+ Years,21.7,True
C007796,Mass,Free State,55-64,3-5 Years,51.4,True
C007797,Mass,Gauteng,25-34,3-5 Years,15.5,True
C007798,Mass,Western Cape,45-54,1-2 Years,40.7,True
C007799,Mass,North West,45-54,3-5 Years,40.8,True
C007800,Mass,Free State,35-44,New,39.7,True
C007801,Mass,Gauteng,35-44,New,12.5,True
C007802,Middle Market,KwaZulu-Natal,25-34,3-5 Years,58.9,True
C007803,Mass,Gauteng,45-54,5+ Years,93.6,True
C007804,Mass,Gauteng,25-34,3-5 Years,63.2,True
C007805,Middle Market,Gauteng,25-34,New,70.4,True
